,bathrooms,bedrooms,longitude,latitude,price
13010,2.0,3,-73.9855,40.7298,5999
7172,1.0,0,-73.9875,40.7318,2850
43993,1.0,2,-73.9532,40.7792,5550
173,2.0,3,-73.9803,40.7469,5000
12643,1.0,1,-73.9857,40.7358,3695
38451,1.0,3,-73.9774,40.6118,2500
1537,1.0,3,-73.9721,40.7513,3995
7648,2.0,3,-73.9944,40.7548,5195
26079,3.0,3,-73.9748,40.7928,8000
31797,4.0,4,-73.9774,40.7608,55000
43785,2.0,4,-74.0028,40.7429,7995
48556,3.0,3,-74.0148,40.716,10750
39469,2.0,3,-73.9497,40.8289,3200
15670,1.0,2,-74.0005,40.7298,4000
26543,1.0,0,-73.9805,40.74,1850
9880,1.0,0,-74.007,40.7057,2776
47320,1.0,0,-73.9942,40.7301,2700
9349,1.0,1,-73.9856,40.7321,2300
1058,1.0,3,-73.9678,40.7902,4030
3964,1.0,2,-73.9806,40.6616,3508
42239,1.0,1,-73.9531,40.7323,1799
24900,1.0,1,-74.0017,40.7083,4200
21506,1.0,0,-73.9901,40.7239,2750
3230,1.0,0,-74.0169,40.7058,2500
34394,1.0,2,-73.9249,40.8679,1850
14827,2.0,3,-73.9889,40.7258,5200
30418,1.0,3,-74.0149,40.708,3900
36904,1.0,2,-73.9746,40.7434,3400
8001,1.0,2,-73.977,40.7488,5500
20995,1.0,1,-73.9848,40.7635,3160
40388,1.0,2,-73.9512,40.7761,2775
38810,2.0,2,-73.9963,40.7606,3900
16150,1.0,1,-73.993,40.7715,2790
49255,1.0,2,-73.9845,40.7266,3300
2181,1.0,1,-73.9975,40.7384,6245
6163,1.0,1,-73.9455,40.7772,2350
34650,2.0,2,-74.0155,40.7064,5895
29875,2.5,3,-73.9576,40.7784,12500
40543,2.0,4,-73.9874,40.7743,5600
27172,1.0,1,-73.9825,40.6632,2050
9501,1.0,2,-73.9786,40.7291,3695
46438,1.0,0,-73.9844,40.7506,1950
37218,1.0,2,-73.8572,40.7255,2000
5845,1.5,3,-73.8285,40.7458,2250
8577,1.0,2,-73.9567,40.7161,2795
46330,2.0,3,-73.998,40.7567,5000
10852,3.5,3,-73.9703,40.786,14995
46621,1.0,2,-73.9682,40.7984,2800
27803,1.0,1,-74.0053,40.7456,4150
47187,1.0,1,-73.9804,40.7783,3490
8461,1.0,2,-73.9743,40.7439,3290
17469,1.0,1,-73.9861,40.7721,5495
34164,1.0,0,-74.0085,40.7387,3800
30087,1.0,0,-73.9667,40.7947,2695
24508,1.0,1,-74.0047,40.7332,3350
33944,1.0,2,-74.0873,40.6094,1700
15971,1.0,1,-73.9758,40.7928,2695
17484,1.0,1,-73.9486,40.7838,1695
40487,1.0,1,-73.969,40.7516,3500
22940,1.0,1,-73.9904,40.7147,4495
35680,1.0,2,-73.9897,40.7652,3650
48008,1.0,3,-73.9887,40.7401,5350
44197,1.0,2,-73.9785,40.7457,3483
19483,1.0,1,-73.9604,40.6822,2325
29320,1.0,1,-73.9749,40.644,2100
33733,1.0,2,-73.998,40.6616,1850
82,1.0,0,-73.9626,40.7617,2625
4031,1.0,1,-73.9504,40.7802,2100
37114,1.0,0,-73.9467,40.7769,1950
34221,1.0,1,-74.0087,40.7056,2695
46391,1.0,0,-73.9498,40.7777,1900
21477,1.0,0,-73.8512,40.7322,1675
1639,1.5,2,-73.9908,40.703,5600
22491,1.0,1,-73.9614,40.6665,2300
45569,1.0,1,-73.9526,40.7818,2699
38039,1.5,3,-73.9425,40.7862,2950
29747,1.0,1,-73.9918,40.7441,4058
288,1.0,1,-73.9935,40.7247,4195
22866,1.0,3,-73.9904,40.7584,3325
6128,1.0,2,-73.9833,40.7113,2915
47732,1.0,1,-73.9416,40.8241,1550
27392,1.0,2,-73.9958,40.753,3000
37380,1.0,1,-73.9826,40.7186,2800
29459,1.0,1,-73.9479,40.7781,2265
2196,1.0,2,-73.9523,40.7783,3000
3701,1.0,0,-73.9539,40.776,1900
40803,1.0,3,-73.9668,40.7556,6195
46991,1.0,0,-73.9824,40.7422,2100
22446,3.0,4,-73.9677,40.7606,6900
40476,1.0,1,-73.9382,40.6912,2500
46581,1.0,3,-73.9494,40.6556,2745
9764,1.0,2,-73.9968,40.7562,3185
10684,1.0,1,-73.9773,40.7463,2900
31436,1.0,2,-73.9952,40.7194,2700
13234,1.0,2,-76.6336,43.0346,3300
41716,1.0,1,-73.9935,40.764,1905
9630,1.0,1,-74.0002,40.761,2890
11352,1.0,1,-73.9759,40.7462,2350
34984,1.0,1,-73.99,40.7601,2595
22054,1.0,0,-73.9974,40.7198,2050
34401,1.0,4,-73.9493,40.8241,3350
18547,1.0,0,-73.9734,40.7897,3191
20344,1.0,2,-73.9704,40.753,5400
43963,1.0,2,-73.9759,40.7415,3000
19887,1.0,2,-73.9656,40.8,4000
5387,1.0,1,-73.9897,40.7035,3845
36275,1.0,0,-74.0065,40.7081,3300
23483,1.0,0,-73.9429,40.6394,1295
28699,1.0,1,-73.9464,40.7805,3184
42508,1.0,1,-73.985,40.7196,2675
31399,1.0,2,-73.986,40.7609,3277
1405,1.0,1,-73.9779,40.7449,2800
38064,1.0,0,-73.9767,40.7777,2700
5839,1.0,0,-73.9739,40.7479,2450
3689,1.0,1,-73.8852,40.7486,1820
12277,1.0,0,-74.0059,40.7075,2575
42677,1.0,2,-74.0044,40.7231,3625
45947,1.0,0,-73.9743,40.7439,2485
315,1.0,0,-73.9461,40.779,2100
18860,1.0,2,-73.8369,40.7201,2250
21484,1.0,3,-74.0096,40.7141,5100
37904,1.0,1,-74.0162,40.7056,5241
19087,1.0,3,-73.9603,40.7695,4400
45883,1.0,1,-73.9496,40.7709,2395
7845,1.0,0,-73.9846,40.7471,2250
16347,1.0,0,-73.9851,40.6887,2325
26146,1.0,0,-73.9555,40.7744,2095
23453,1.0,0,-74.0161,40.7053,3500
1602,1.0,1,-73.9615,40.6668,2100
8904,1.0,0,-73.983,40.7636,2195
39634,1.0,1,-74.0009,40.7477,2600
26679,1.0,1,-74.0047,40.7334,5100
14617,1.0,1,-73.9536,40.7706,1895
30402,2.0,4,-73.9727,40.7436,6000
11655,1.0,1,-74.0089,40.7045,3706
26300,1.0,1,-74.0027,40.6402,1400
5241,1.0,3,-74.0059,40.7075,3950
15101,1.0,3,-73.9958,40.753,4100
16047,2.0,2,-73.9831,40.7377,3695
1214,1.0,0,-73.9873,40.6619,2200
37478,1.0,0,-73.9658,40.7559,1950
15022,2.0,2,-73.8694,40.7334,3226
12898,1.0,0,-73.9837,40.7267,2325
13351,1.5,2,-73.9444,40.7802,4395
9030,1.0,1,-73.9812,40.7733,3700
2002,1.0,1,-73.9547,40.6681,1875
26328,1.0,1,-73.8836,40.7536,1750
4907,1.0,2,-73.9668,40.8015,3600
7334,1.0,0,-73.9959,40.753,2500
3708,1.0,1,-73.9314,40.8587,1525
34469,1.0,2,-73.9337,40.8464,1800
48558,1.0,1,-73.9961,40.7373,4925
1110,2.0,4,-73.944,40.7862,4395
9186,4.5,4,-73.9703,40.786,21995
13706,1.0,2,-73.9892,40.7282,2525
16567,1.0,2,-73.9839,40.7316,3400
18413,1.0,0,-73.9564,40.7481,2730
44666,1.0,3,-73.9754,40.7444,3900
48196,1.0,0,-73.9726,40.7518,3600
5831,1.0,0,-73.9921,40.7618,2550
18154,1.0,0,-73.934,40.771,2100
45604,1.0,1,-73.9801,40.7434,4999
15062,1.0,2,-73.9474,40.6584,2631
25230,0.0,2,-73.9484,40.7812,2850
17814,1.0,2,-73.9829,40.7304,2800
33833,1.0,2,-73.9913,40.7585,3400
46916,1.0,1,-73.9973,40.7565,3000
32859,1.0,1,-74.0059,40.7128,3550
29125,1.0,1,-73.9909,40.7448,4667
11077,1.0,0,-73.9518,40.7761,1875
27817,1.0,1,-73.9826,40.7236,2995
16300,1.0,2,-73.9481,40.8305,2195
40779,1.0,0,-73.9847,40.7263,2300
26633,2.0,4,-74.01,40.7064,6990
31800,1.0,1,-73.9893,40.7739,2950
46305,1.0,0,-73.9507,40.7814,2200
33505,1.0,0,-73.9618,40.7585,1900
33951,1.0,1,-73.9851,40.7437,5735
32101,1.0,1,-73.9902,40.7342,5000
12265,1.0,1,-73.9882,40.7233,2600
23405,1.0,2,-73.9779,40.7466,3350
26594,1.0,1,-73.9925,40.7212,2600
6136,1.0,1,-73.9578,40.8198,1995
43180,1.0,1,-73.9812,40.7733,5300
35993,1.0,0,-73.9671,40.7678,3250
24796,2.0,2,-73.9544,40.7733,5075
11227,1.0,1,-73.9677,40.7605,2800
9340,2.0,2,-73.9922,40.7248,8065
24785,1.0,0,-73.9677,40.7918,2440
10665,1.0,0,-73.9449,40.8136,1600
1365,1.0,1,-73.9564,40.7481,3000
24499,2.0,3,-73.9929,40.7389,5250
41826,1.0,1,-73.9632,40.7984,2145
26904,1.0,0,-73.9493,40.7706,1795
26193,1.0,0,-73.9964,40.7562,2625
36328,1.0,0,-73.9445,40.8333,1500
43168,1.0,2,-73.9685,40.7543,3300
3144,2.0,2,-73.9425,40.7487,4200
18040,1.0,1,-73.9917,40.7636,2400
29192,1.0,3,-73.9403,40.7991,3300
48629,1.0,2,-73.9578,40.5795,2100
15914,1.0,1,-73.9796,40.7784,2300
8413,1.0,3,-73.9216,40.6907,3700
37470,1.0,2,-73.9819,40.6711,2700
2539,1.0,2,-73.9712,40.7594,3675
32870,1.5,3,-73.9825,40.7254,4095
19641,1.0,1,-73.9541,40.7685,2250
8462,2.0,2,-73.9746,40.7445,2800
4535,1.0,0,-73.9757,40.7462,2600
7399,2.0,3,-73.9844,40.7453,5995
10541,1.5,3,-73.9421,40.7864,2975
27597,1.0,2,-73.9838,40.7586,3450
24807,1.0,2,-73.995,40.7385,5490
48305,1.0,2,-73.9465,40.7803,2495
41419,1.0,1,-73.9919,40.7379,3295
39863,1.0,1,-74.0021,40.7337,4499
23324,3.0,5,-73.9158,40.6905,4800
14214,2.0,2,-73.973,40.7898,6189
22976,1.0,1,-73.9416,40.7471,2767
46304,1.0,0,-73.9927,40.7301,3150
10633,1.0,0,-73.9658,40.7559,1850
11701,1.0,2,-73.94800000000002,40.7731,3500
25623,1.0,1,-73.9609,40.6533,1700
39904,1.0,1,-73.9864,40.7625,2865
22921,1.0,1,-73.9805,40.7399,2550
12379,1.0,2,-73.9929,40.7714,6400
3566,1.0,0,-74.0027,40.7477,3125
12188,1.0,0,-73.9562,40.8134,2150
46576,1.0,1,-73.949,40.7714,2300
15107,2.0,2,-73.9429,40.6604,2450
7744,1.0,1,-73.9948,40.7592,4120
39133,1.0,2,-74.0113,40.7075,3801
27786,1.0,1,-73.8282,40.7123,1725
44410,1.0,0,-73.9901,40.7601,2095
23161,2.0,3,-74.0026,40.7473,11500
9567,3.0,4,-74.0037,40.753,7500
2490,1.0,0,-73.9922,40.7556,3095
17117,2.0,3,-73.9981,40.7372,6495
20185,1.0,3,-73.9798,40.7239,5395
46261,1.0,3,-73.9875,40.7743,3400
18427,1.0,1,-73.9863,40.7664,3495
32361,1.0,1,-74.0059,40.7075,3000
32678,1.0,1,-73.9895,40.7685,3845
44901,1.0,1,-73.9461,40.7827,1850
8449,2.0,3,-73.9549,40.7888,10000
37702,2.0,3,-73.9735,40.7469,5100
28781,1.0,0,-73.9781,40.7779,2750
4744,1.0,2,-73.9767,40.7405,3000
23961,2.0,2,-73.9774,40.7754,4500
47251,1.0,1,-73.94,40.8222,1550
47990,1.0,0,-73.9455,40.7767,1849
41440,1.0,2,-73.9469,40.7236,2798
28120,1.0,2,-73.9978,40.7612,3200
47093,1.0,2,-73.9865,40.7286,3195
34557,1.0,3,-73.9513,40.7804,4495
6445,1.0,2,-73.9988,40.7164,2600
17552,2.0,3,-73.9792,40.7431,5495
83,1.0,3,-73.9381,40.8394,2500
30246,1.0,1,-73.9886,40.7656,3000
42965,2.0,3,-73.9603,40.7694,3795
32349,1.0,0,-73.986,40.6927,2600
28826,1.0,0,-73.9482,40.7811,1900
11773,1.0,2,-73.9258,40.7692,2600
21702,1.0,2,-73.9883,40.7322,3400
17103,1.0,2,-73.9861,40.7608,3600
38274,1.0,2,-73.9882,40.7324,3500
47981,1.0,1,-73.9738,40.7473,2695
2873,1.0,1,-73.9616,40.7677,3400
564,2.0,3,-73.9825,40.6913,4935
30739,1.0,3,-73.9536,40.6471,2200
22842,1.0,1,-73.9964,40.7562,4770
32611,1.0,3,-73.9779,40.7413,4400
18798,1.0,0,-73.9726,40.7518,2955
21912,1.0,2,-73.9979,40.7508,3250
23754,1.0,1,-73.9818,40.7386,2995
24594,1.0,3,-73.98,40.7374,5200
27176,1.0,1,-73.9994,40.6877,2200
27887,1.0,2,-73.9661,40.8034,2900
22583,1.0,2,-73.9772,40.7412,3600
31694,1.0,2,-73.9618,40.8003,3200
20525,1.0,0,-73.9832,40.7635,2295
14607,1.0,1,-73.9808,40.7426,3750
46022,1.0,0,-74.0087,40.7131,2975
12502,1.0,0,-73.9454,40.7162,2200
6514,1.0,1,-73.9677,40.7606,3700
1984,1.0,1,-73.983,40.6969,2795
40358,1.0,1,-73.942,40.7087,2750
30038,1.0,2,-73.9864,40.7399,4050
17321,1.0,1,-73.9893,40.7639,2142
20563,1.0,1,-73.9765,40.7489,3350
15434,2.0,2,-73.9819,40.7725,9095
4673,2.0,2,-73.9475,40.78,4600
5996,1.0,1,-73.9541,40.7747,2050
37310,1.0,0,-73.9731,40.7936,3680
43434,1.0,1,-74.0122,40.7074,3735
24339,1.0,3,-73.9907,40.7588,3200
29117,1.0,2,-73.9982,40.7568,3290
45084,1.0,3,-73.9389,40.7155,3800
17809,2.0,4,-73.9857,40.733,7295
26697,1.0,1,-73.9503,40.7845,3200
12841,2.0,2,-74.0055,40.7434,8085
40620,1.0,2,-73.9577,40.8036,3200
48916,1.0,1,-73.9855,40.7639,2895
8835,1.0,2,-74.0101,40.7067,2795
17575,1.0,1,-73.9767,40.7405,3300
12373,1.0,1,-73.9748,40.6785,2400
48192,1.0,1,-74.0079,40.7337,3695
17225,1.0,0,-73.9958,40.7233,2967
40360,1.0,2,-73.9452,40.7829,2695
14019,2.0,4,-73.9765,40.7489,6200
14875,2.0,4,-73.9651,40.8024,4150
9722,1.0,0,-74.0056,40.7344,2500
5201,1.0,1,-74.0119,40.7222,3445
11697,1.0,2,-74.0162,40.7056,2750
31076,1.0,1,-73.9674,40.7571,2150
1320,1.0,2,-73.9739,40.7479,3250
41612,1.0,2,-73.9354,40.7946,2100
27961,1.0,1,-73.9565,40.8189,1395
32031,1.0,0,-73.9406,40.8292,1575
40535,2.0,3,-73.9832,40.7352,5500
27086,1.0,2,-73.9959,40.7593,3000
7801,1.0,1,-73.9765,40.7489,3500
35305,1.0,2,-73.9958,40.753,3195
40326,1.0,3,-74.0089,40.7046,3900
37469,1.0,1,-73.9818,40.7708,3695
36198,1.0,2,-73.9529,40.7693,2650
34847,1.0,1,-73.9912,40.7443,5025
15414,1.0,2,-73.9627,40.8015,3200
17532,1.0,1,-74.0054,40.7354,3895
20026,1.0,1,-73.9884,40.731,4583
28839,2.0,3,-73.9509,40.7826,12750
25662,1.0,2,-73.9805,40.7486,3900
8660,1.0,1,-73.9472,40.7267,2350
7513,2.0,3,-73.9862,40.7514,4676
30310,1.0,1,-74.0017,40.7075,5350
28811,1.0,1,-73.9832,40.6581,2200
35821,1.0,1,-73.9203,40.7704,3100
30675,1.5,3,-73.9529,40.7693,3600
35213,1.0,1,-73.961,40.813,2195
2038,1.0,1,-73.9809,40.7406,2995
28236,1.0,0,-74.0017,40.7075,5350
6660,2.0,3,-73.9581,40.6641,3580
12863,1.0,2,-73.9169,40.6872,1900
20505,1.0,0,-74.0019,40.7383,2750
29925,1.0,1,-73.8553,40.7285,2000
38212,1.0,0,-73.9994,40.7606,2400
8320,1.0,3,-73.9485,40.7967,3425
40137,2.0,4,-74.0027,40.7202,6695
20189,1.0,1,-73.9677,40.7539,3551
38833,1.0,1,-73.9608,40.765,3795
22504,1.0,1,-74.005,40.7324,3800
329,1.0,2,-73.9659,40.6736,3000
36049,2.0,1,-74.0086,40.7121,5995
12943,1.0,2,-74.0059,40.7075,3150
1922,1.0,0,-74.0059,40.7156,3600
35088,1.0,3,-73.9836,40.7264,4895
3814,2.0,5,-73.9753,40.7297,8354
38329,2.0,2,-73.999,40.761,5790
25878,2.0,3,-74.0052,40.707,7929
1278,1.0,1,-73.9825,40.7413,3150
648,1.0,1,-73.9567,40.7696,2900
6984,1.0,2,-73.9743,40.7439,3000
33212,1.0,0,-73.8824,40.7523,1625
27617,2.0,2,-73.9527,40.7681,5625
10608,1.0,1,-73.95100000000002,40.7085,2723
10511,1.0,2,-73.9837,40.7674,5169
20229,3.0,4,-73.9514,40.8274,4500
27727,1.0,2,-73.9944,40.7548,3450
49017,1.0,2,-73.9609,40.7619,2850
44411,1.0,3,-73.9283,40.7031,4150
45633,1.0,0,-73.9981,40.7372,3695
46926,1.5,2,-73.9888,40.7669,3200
12563,2.0,2,-73.9763,40.7347,5359
14038,1.0,1,-73.9863,40.7349,3200
12004,1.0,1,-74.0023,40.7382,3975
47384,1.0,2,-73.9737,40.7394,3790
37982,1.0,1,-73.9677,40.7539,5250
17116,2.0,2,-73.9774,40.7754,4500
26432,1.0,3,-74.0009,40.7347,6150
46420,2.0,3,-73.94,40.8462,3995
9322,1.0,1,-73.955,40.6167,1600
44097,1.0,1,-73.9738,40.7473,2650
25542,1.0,0,-73.9865,40.7301,2925
21525,2.0,3,-73.9727,40.7436,4800
23360,2.0,2,-73.97800000000002,40.7351,6011
16872,2.0,2,-74.0094,40.7082,5055
18586,1.0,1,-73.956,40.7358,2598
22541,1.0,2,-73.9533,40.8238,1900
14490,1.0,3,-73.9792,40.735,4100
20006,1.0,2,-73.9743,40.7438,3350
18338,1.0,2,-73.9998,40.7613,4350
29601,1.0,1,-73.9841,40.7668,2790
11615,1.0,2,-74.0096,40.7141,4000
15422,1.0,1,-73.96300000000002,40.7611,2200
30515,1.0,2,-74.0048,40.7261,3171
31922,2.0,2,-73.9865,40.745,6100
20130,2.0,2,-74.0136,40.717,6495
46073,1.0,2,-73.9851,40.7265,4900
17411,1.0,0,-73.9608,40.7689,2600
1898,1.0,0,-73.9511,40.7731,1895
7778,1.0,0,-73.984,40.7645,2500
40545,1.0,0,-73.9538,40.7713,1975
31201,1.0,2,-73.9651,40.6953,2299
37538,2.0,2,-73.9763,40.7878,4700
35854,3.0,3,-74.0096,40.7141,10000
23547,1.0,1,-73.9564,40.7215,3400
10387,1.0,1,-73.9506,40.7716,4250
18361,1.0,0,-73.9703,40.751,2150
29862,1.0,0,-73.9902,40.7733,2580
21665,1.0,1,-73.9824,40.7222,3350
17348,1.0,2,-73.9666,40.7539,3000
27471,2.0,3,-73.9738,40.7376,4995
14718,1.0,0,-73.9518,40.7717,2375
24961,1.0,1,-73.9694,40.7876,2900
1933,1.0,1,-73.9659,40.7601,2600
26871,1.0,1,-74.0072,40.7067,3295
30257,1.0,2,-73.9887,40.7595,3100
6292,1.0,1,-73.9475,40.7816,2275
16698,1.0,1,-74.0099,40.7085,3450
43203,1.0,2,-73.9782,40.6505,2800
7007,1.0,3,-73.9794,40.7363,3850
21824,1.0,2,-73.9946,40.7226,4895
8646,2.0,4,-73.9596,40.7633,4700
17880,1.0,1,-73.9498,40.7856,3950
14618,1.0,0,-73.9565,40.7699,2850
18775,1.0,2,-73.977,40.7446,2395
44961,1.0,0,-74.0138,40.7087,2850
33725,1.0,1,-73.9829,40.7756,2700
35017,1.0,2,-73.9886,40.7696,3200
15572,1.0,3,-73.9386,40.7993,3000
48500,1.0,1,-73.9953,40.7553,3650
48221,1.0,2,-73.9559,40.5847,2100
41502,1.0,0,-73.9497,40.7618,1995
8820,1.0,1,-73.9675,40.7943,3200
23724,1.0,1,-73.9963,40.7606,3425
40334,2.0,2,-74.0109,40.7191,6395
19031,1.0,2,-74.0149,40.708,3150
43078,1.0,2,-74.0059,40.7075,4050
42569,1.0,2,-73.9765,40.7489,3450
41636,1.0,1,-73.9398,40.7518,2500
29946,1.0,1,-73.9812,40.7399,3000
35825,1.0,1,-73.9822,40.7407,3900
20862,1.0,1,-73.985,40.7807,3975
46875,2.0,3,-73.9875,40.7324,5095
11989,2.0,4,-74.0069,40.7074,5895
30982,1.0,3,-73.9397,40.8026,2700
28990,1.0,1,-74.0072,40.7067,2575
38532,2.0,2,-73.9506,40.7716,5600
47506,1.0,2,-73.995,40.7603,2295
11248,1.0,0,-73.9607,40.6358,1550
26619,1.0,0,-73.976,40.7476,1995
41560,1.0,2,-73.9799,40.7418,4395
46269,1.0,0,-73.9847,40.7637,2450
40246,1.0,2,-73.9639,40.6944,2745
35356,1.0,0,-73.9497,40.7844,2100
24935,1.0,1,-73.9757,40.7461,3465
38147,2.0,2,-73.9556,40.776,7000
37476,2.0,2,-74.0017,40.7405,3600
15339,2.0,2,-73.9857,40.7283,3200
18323,1.0,1,-73.9514,40.7792,2400
9983,1.0,1,-74.0182,40.7091,3900
515,2.0,4,-73.9978,40.7612,5825
19413,1.0,1,-74.0072,40.7067,2575
7590,1.0,1,-73.9918,40.7661,2943
14947,2.0,2,-73.9805,40.7824,9595
46300,1.0,1,-74.0046,40.7329,5295
30831,1.0,1,-73.9471,40.7808,2195
48683,1.0,1,-73.9705,40.8005,2425
24908,1.0,2,-74.0033,40.7309,3750
38802,1.0,0,-73.9818,40.7468,2325
42586,1.0,3,-73.9826,40.7302,5195
22427,2.0,2,-73.9886,40.7751,5775
14720,1.0,2,-73.956,40.7133,3850
33430,1.0,1,-73.995,40.7633,1900
33935,1.0,0,-73.9752,40.7854,2150
26534,1.0,1,-74.0009,40.7338,4495
7045,1.0,2,-73.8616,40.729,1650
22552,1.0,2,-73.9504,40.7868,4999
38960,1.0,0,-73.9847,40.7295,2400
4663,2.0,3,-73.9757,40.7461,7250
35068,1.0,0,-74.0035,40.7344,3000
42346,1.0,1,-74.0101,40.7066,3995
25805,1.0,2,-73.9958,40.753,3050
32042,1.0,1,-73.9725,40.7465,4000
11808,2.0,3,-74.0046,40.7073,4600
21683,1.0,1,-73.9471,40.7815,2100
37338,1.0,2,-73.9479,40.781,3350
9370,1.0,0,-73.9874,40.7298,1750
40369,1.0,1,-74.0032,40.7528,3750
17884,1.0,1,-73.9556,40.69,2200
2215,2.0,3,-73.9916,40.7679,8985
10079,1.0,2,-73.9379,40.8421,2100
33268,1.0,1,-73.9804,40.7419,3000
12957,2.0,2,-73.9238,40.6975,1900
41810,1.0,1,-73.9455,40.7772,2250
31936,1.0,2,-73.9725,40.7968,4900
32005,1.0,1,-73.95100000000002,40.7723,3455
17485,1.0,1,-73.9586,40.776,2650
36448,1.0,1,0.0,0.0,3495
7675,2.0,3,-73.8269,40.8136,2350
20809,1.0,2,-73.9188,40.871,2050
41184,1.0,0,-74.0056,40.7344,2500
7431,1.0,2,-73.9918,40.7643,3495
17502,1.0,1,-73.9799,40.7879,2895
8765,1.0,1,-73.9776,40.7454,3850
45251,1.0,2,-73.9518,40.7694,2900
518,1.0,3,-73.9603,40.7695,5200
21180,1.0,1,-73.9857,40.7358,3495
35388,1.0,1,-73.9469,40.7773,2600
21408,1.0,2,-73.9961,40.7208,2545
14549,1.0,4,-73.9657,40.8032,5200
31990,1.0,0,-73.9612,40.766,2185
38767,1.0,1,-73.9505,40.7771,2700
31175,2.0,2,-73.9627,40.8051,6795
30567,1.0,1,-73.9765,40.7339,3970
37922,1.0,2,-73.9425,40.7487,2800
46408,1.0,1,-73.9405,40.7946,2000
32088,2.0,2,-73.9608,40.7142,3995
33685,1.0,2,-73.9464,40.7805,3400
7030,1.0,0,-74.0047,40.7334,3350
8241,1.0,2,-73.9839,40.7279,2500
41375,2.0,3,-73.8586,40.8862,2100
30522,1.0,1,-73.9936,40.7566,1550
37453,1.0,0,-73.9751,40.7798,1795
42926,1.0,2,-73.9709,40.7528,3900
35929,1.0,2,-74.0046,40.7073,2700
24560,1.0,0,-74.0066,40.7338,2695
43962,2.0,2,-73.9776,40.7454,5500
10576,1.0,1,-73.9531,40.7744,2595
25517,2.0,2,-73.965,40.7747,13500
5513,1.0,2,-73.9513,40.7748,2850
9781,1.0,1,-73.9596,40.769,4400
24050,1.0,1,-73.9764,40.7857,2300
45516,1.0,0,-73.9779,40.7466,2600
11382,1.0,1,-73.9552,40.6722,1850
24579,1.0,0,-73.9639,40.7182,2740
31133,1.0,0,-73.9506,40.773,1895
38989,1.0,1,-73.9849,40.7633,3000
22908,1.0,2,-73.9578,40.7736,2795
47433,2.0,3,-73.8969,40.7684,2795
26612,1.0,1,-73.9712,40.7594,3575
28775,3.0,2,-73.9924,40.7424,15900
5528,1.0,3,-73.9668,40.8015,4200
22246,2.5,4,-73.96340000000002,40.7582,7500
10077,1.0,0,-73.9523,40.7841,2780
23212,1.0,1,-73.9784,40.7843,2750
39927,1.0,0,-73.9942,40.7244,2675
18493,1.0,1,-73.9708,40.7974,2695
2854,2.0,2,-74.0115,40.713,5830
33578,1.0,2,-74.0028,40.7321,2900
4693,2.0,2,-73.9498,40.7845,4310
45142,2.0,3,-73.9929,40.7389,4900
33981,2.0,3,-73.9565,40.7802,11000
14197,1.0,1,-73.9508,40.7735,2650
16114,1.0,1,-73.9772,40.791,2975
35241,2.0,3,-73.9794,40.7279,5495
15404,1.0,1,-73.9796,40.7773,2300
35157,3.5,4,-73.9653,40.7579,8200
24890,1.0,2,-73.9773,40.7267,3300
8260,1.0,0,-73.9544,40.7724,1800
14195,1.0,1,-74.0085,40.7387,5000
16471,1.0,1,-73.9523,40.7783,3550
311,1.0,1,-74.0009,40.7338,4650
41798,1.0,2,-73.9724,40.7923,4200
35526,1.0,0,-73.9864,40.7399,2910
3969,1.0,2,-73.9528,40.781,2800
18552,1.0,3,-73.97800000000002,40.7426,4325
32563,1.0,4,-73.9275,40.6964,4550
17371,1.0,2,-73.9404,40.844,1900
17202,1.0,2,-74.0059,40.7075,3200
13161,1.0,0,-73.9617,40.7617,2065
3017,1.0,1,-73.9743,40.7439,3295
7188,1.0,0,-73.9547,40.7689,1950
47585,1.0,1,-73.9756,40.7853,3740
42468,1.0,2,-73.9887,40.7694,3300
20450,1.0,2,-74.0046,40.7073,2400
41392,1.0,0,-74.0133,40.7035,2900
31154,1.0,1,-73.9823,40.7563,5499
6826,2.5,3,-73.9803,40.7852,8000
24099,1.0,0,-73.9944,40.7518,3325
13308,1.0,0,-73.9502,40.7745,1850
11928,1.0,2,-73.9809,40.7722,3200
38460,1.0,2,-73.9942,40.7244,4600
25408,2.0,2,-73.9564,40.7699,4750
12339,1.0,0,-74.0096,40.7141,4550
44601,1.0,2,-73.9984,40.7177,3995
13834,2.0,2,-74.0028,40.7465,4600
45491,2.0,2,-73.9705,40.7892,4625
41312,2.0,3,-73.9886,40.7656,4700
5174,1.0,1,-74.0015,40.7479,2295
43553,2.5,2,-73.9727,40.7957,8000
15969,1.0,1,-73.9734,40.7864,2300
4400,1.0,0,-73.9566,40.7704,2695
25444,1.0,0,-73.9409,40.81800000000001,1495
18325,3.0,3,-73.9746,40.7479,9995
15330,1.0,2,-73.9982,40.7568,3100
48769,2.0,2,-73.9416,40.7471,3800
3167,2.0,2,-73.9559,40.7816,8750
8189,1.0,1,-73.7555,40.5956,1345
29718,1.0,0,-73.9799,40.6897,2625
21236,1.0,2,-73.9603,40.7695,3400
3592,1.0,2,-73.9579,40.76300000000001,2750
11003,1.0,1,-73.9867,40.7471,4250
9451,1.0,2,-73.992,40.6706,3000
33168,1.0,1,-73.9727,40.7436,4710
6953,1.0,1,-73.9622,40.7588,3995
8357,1.0,1,-73.9829,40.7756,2795
17635,2.0,3,-73.9705,40.7892,4400
36377,1.0,0,-73.954,40.7693,1950
4546,1.0,2,-73.9538,40.8238,2499
